t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,near_direction,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,vision_sequence,vision_status,reason,left_cmd,right_cmd,healthy
15.968,954.0,1268.0,1225.0,1077.0,1.4241,1.2619,1.1723,1.3557,1.3088,0,0,1,0,0,1,1,-5.0,1266.0,1135.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,87,no_target,转向时铲子悬空，倒车收回,-400,-400,1
15.988,943.0,1252.0,1216.0,1060.0,1.3932,1.2341,1.1602,1.349,1.2916,0,0,1,0,0,1,1,-9.0,755.0,1120.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,IDLE,,IDLE,,,,,RETREAT,left_front,left,0,0,87,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.008,940.0,1249.0,1232.0,1066.0,1.3901,1.2302,1.1602,1.3121,1.2711,0,0,0,0,0,1,1,-202.0,730.0,1131.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,HANGED,,IDLE,,,,,RETREAT,left_front,left,0,0,88,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.028,929.0,1238.0,1228.0,1054.0,1.3808,1.2242,1.1675,1.2919,1.2581,0,0,0,0,0,1,1,-5.0,1092.0,1135.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,HANGED,,IDLE,,,,,RETREAT,left_front,left,0,0,88,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.049,921.0,1228.0,1204.0,1045.0,1.3467,1.2024,1.1675,1.2718,1.2371,0,0,0,0,0,1,1,-5.0,623.0,1118.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,88,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.069,907.0,1213.0,1184.0,1034.0,1.322,1.1825,1.1092,1.2416,1.2121,0,0,0,1,0,1,1,-2.0,1059.0,1105.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,88,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.089,901.0,1213.0,1175.0,1043.0,1.2786,1.1528,1.0607,1.2349,1.1938,0,0,0,1,0,1,1,-4.0,684.0,1102.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,88,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.109,901.0,1213.0,1175.0,1043.0,1.2601,1.1528,1.0388,1.2349,1.1938,0,0,0,1,0,1,1,-4.0,684.0,1102.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,88,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.129,892.0,1201.0,1169.0,1042.0,1.2601,1.1528,1.0388,1.2349,1.1938,0,0,0,1,0,1,1,-4.0,1014.0,1112.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,88,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.149,877.0,1187.0,1154.0,1020.0,1.2322,1.129,1.0243,1.2315,1.1803,0,0,0,1,0,1,1,-5.0,914.0,1104.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,89,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.169,874.0,1178.0,1141.0,1012.0,1.1858,1.1012,0.9879,1.1577,1.1295,0,0,0,1,0,1,1,-256.0,896.0,1105.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,89,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.189,867.0,1162.0,1130.0,1007.0,1.1765,1.0833,0.9563,1.1309,1.1071,0,0,0,1,0,1,1,-5.0,1293.0,1103.0,1,1,0,enemy_push,RETREAT,CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,89,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.21,860.0,1148.0,1133.0,996.0,1.1548,1.0516,0.9369,1.1141,1.0828,0,0,0,1,0,1,1,-5.0,914.0,1120.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,89,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.23,850.0,1134.0,1123.0,985.0,1.1331,1.0238,0.9296,1.0772,1.0505,0,0,0,1,0,1,1,34.0,735.0,1120.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,89,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.25,842.0,1123.0,1108.0,966.0,1.1022,0.996,0.9126,1.0403,1.0182,0,0,0,1,0,1,1,-4.0,933.0,1135.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,89,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.27,829.0,1117.0,1111.0,962.0,1.0774,0.9742,0.8835,0.9765,0.9754,0,0,0,0,0,1,1,-5.0,945.0,1115.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,89,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.29,819.0,1110.0,1107.0,961.0,1.0372,0.9623,0.8762,0.9631,0.9627,0,0,0,0,0,1,1,-5.0,1341.0,1127.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,90,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.311,818.0,1109.0,1092.0,964.0,1.0062,0.9484,0.8738,0.9631,0.9557,0,0,0,0,0,1,1,-5.0,1250.0,1138.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,90,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.331,807.0,1100.0,1079.0,953.0,1.0031,0.9464,0.8374,0.9597,0.9531,0,0,0,0,0,1,1,-5.0,1261.0,1104.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,90,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.351,799.0,1097.0,1082.0,943.0,0.969,0.9286,0.8131,0.9329,0.9307,0,0,0,0,0,1,1,7.0,1139.0,1104.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,IDLE,,IDLE,,,,,RETREAT,left_front,left,0,0,90,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.371,782.0,1081.0,1075.0,929.0,0.9443,0.9226,0.8058,0.8993,0.911,0,0,0,0,0,1,1,-4.0,736.0,1104.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,HANGED,,IDLE,,,,,RETREAT,left_front,left,0,0,90,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.391,786.0,1072.0,1074.0,940.0,0.904,0.8909,0.7961,0.8893,0.8901,0,0,0,0,0,1,1,1.0,1014.0,1105.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,HANGED,,IDLE,,,,,RETREAT,left_front,left,0,0,90,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.412,781.0,1061.0,1069.0,930.0,0.8916,0.873,0.7937,0.8557,0.8644,0,0,0,0,0,1,1,3.0,945.0,1088.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,90,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.432,774.0,1074.0,1057.0,921.0,0.8885,0.873,0.7816,0.8557,0.8644,0,0,0,0,0,1,1,-4.0,944.0,1072.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,91,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.452,771.0,1066.0,1048.0,907.0,0.8669,0.8611,0.7524,0.8255,0.8433,0,0,0,0,0,1,1,-5.0,993.0,1088.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,91,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.472,762.0,1049.0,1040.0,898.0,0.8576,0.8611,0.7306,0.7785,0.8181,0,0,0,0,0,1,1,-5.0,929.0,1086.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,91,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.492,752.0,1041.0,1030.0,891.0,0.8297,0.8274,0.7112,0.7483,0.7879,0,0,0,0,0,1,1,-3.0,734.0,1070.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,91,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.513,749.0,1038.0,1034.0,893.0,0.7988,0.8115,0.6966,0.7315,0.7652,0,0,0,0,0,1,1,-5.0,1526.0,1076.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,91,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.533,737.0,1015.0,1029.0,887.0,0.7895,0.8056,0.6869,0.7248,0.7572,0,0,0,0,0,1,1,-91.0,1265.0,1106.0,1,1,0,enemy_push,RETREAT,MEDIUM_CRUISE,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,91,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.553,729.0,998.0,1025.0,886.0,0.7523,0.7599,0.6845,0.7114,0.7319,0,0,0,0,0,1,1,-3.0,686.0,1085.0,1,1,0,enemy_push,RETREAT,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,91,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.573,730.0,1006.0,1027.0,890.0,0.7307,0.7421,0.6796,0.7114,0.721,0,0,0,0,0,1,1,-4.0,896.0,1101.0,1,1,0,enemy_push,RETREAT,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,92,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.593,730.0,1006.0,1027.0,890.0,0.7307,0.7421,0.6796,0.7215,0.7261,0,0,0,0,0,1,1,-4.0,896.0,1101.0,1,1,0,enemy_push,RETREAT,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,92,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.613,718.0,1008.0,1022.0,877.0,0.7307,0.7421,0.6796,0.7215,0.7261,0,0,0,0,0,1,1,-5.0,699.0,1104.0,1,1,0,enemy_push,RETREAT,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,92,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.633,705.0,992.0,1011.0,862.0,0.6935,0.7421,0.6675,0.6779,0.6857,0,0,0,0,0,1,1,-4.0,1184.0,1121.0,1,1,0,enemy_push,RETREAT,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,92,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.653,701.0,985.0,998.0,853.0,0.6533,0.7143,0.6408,0.6275,0.647,0,0,0,0,0,1,1,-2.0,900.0,1100.0,1,1,0,enemy_push,RETREAT,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,92,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.674,704.0,983.0,995.0,853.0,0.6502,0.7004,0.6092,0.5973,0.6297,0,0,0,0,0,1,1,-8.0,1228.0,1122.0,1,1,0,enemy_push,RETREAT,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,92,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.694,703.0,981.0,989.0,845.0,0.6471,0.6964,0.6019,0.5973,0.6245,0,0,0,0,0,1,1,-5.0,897.0,1120.0,1,1,0,enemy_push,RETREAT,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,RETREAT,left_front,left,0,0,92,no_target,转向时铲子悬空，倒车收回,-400,-400,1
16.714,699.0,982.0,981.0,842.0,0.6471,0.6944,0.5874,0.5705,0.6172,0,0,0,0,0,1,1,-4.0,1090.0,1133.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,PAUSE,left_front,left,0,0,92,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.734,694.0,974.0,968.0,845.0,0.6347,0.6925,0.568,0.5705,0.6026,0,0,0,0,0,1,1,-4.0,929.0,1118.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,HANGED,,IDLE,,,,,PAUSE,left_front,left,0,0,92,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.754,695.0,975.0,963.0,859.0,0.6223,0.6806,0.5364,0.5705,0.5964,0,0,0,0,0,1,1,-5.0,702.0,1136.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,HANGED,,IDLE,,,,,PAUSE,left_front,left,0,0,93,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.775,685.0,968.0,949.0,848.0,0.6192,0.6786,0.5243,0.5805,0.5999,0,0,0,0,0,1,1,-5.0,896.0,1104.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,93,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.795,681.0,968.0,945.0,841.0,0.5913,0.6667,0.4903,0.5805,0.5859,0,0,0,0,0,1,1,-5.0,897.0,1086.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,93,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.815,681.0,970.0,947.0,839.0,0.5789,0.6667,0.4854,0.557,0.568,0,0,0,0,0,1,1,-4.0,802.0,1117.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,93,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.835,675.0,964.0,941.0,834.0,0.5789,0.6667,0.4806,0.5503,0.5646,0,0,0,0,0,1,1,-6.0,896.0,1120.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,93,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.856,677.0,965.0,942.0,838.0,0.5666,0.6607,0.4733,0.547,0.5568,0,0,0,0,0,1,1,-5.0,974.0,1131.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,93,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.876,678.0,964.0,942.0,843.0,0.5666,0.6587,0.4733,0.547,0.5568,0,0,0,0,0,1,1,-5.0,719.0,1121.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,94,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.896,683.0,966.0,947.0,851.0,0.5697,0.6607,0.4733,0.5638,0.5667,0,0,0,0,0,1,1,-4.0,897.0,1103.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,94,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.917,690.0,969.0,956.0,850.0,0.5851,0.6627,0.4854,0.5872,0.5862,0,0,0,0,0,1,1,-4.0,897.0,1120.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,94,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.937,686.0,964.0,958.0,837.0,0.5944,0.6627,0.5073,0.5872,0.5908,0,0,1,0,0,1,1,7.0,1447.0,1137.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,94,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.957,690.0,972.0,968.0,838.0,0.6068,0.6687,0.5121,0.547,0.5769,0,0,1,0,0,1,1,-5.0,913.0,1145.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,94,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.977,691.0,982.0,975.0,852.0,0.6068,0.6746,0.5364,0.547,0.5769,0,0,1,0,0,1,1,-9.0,929.0,1120.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,94,no_target,倒车收回完成，攻击间隔停车,0,0,1
16.998,693.0,990.0,981.0,861.0,0.6099,0.6944,0.5534,0.594,0.6019,0,0,1,0,0,1,1,-5.0,1213.0,1121.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,94,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.018,696.0,987.0,984.0,867.0,0.6161,0.7044,0.568,0.6242,0.6201,0,0,1,0,0,1,1,-5.0,909.0,1120.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,95,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.039,700.0,993.0,994.0,866.0,0.6254,0.7103,0.5752,0.6409,0.6332,0,0,1,0,0,1,1,-60.0,735.0,1133.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,95,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.059,704.0,987.0,1003.0,860.0,0.6378,0.7044,0.5995,0.6409,0.6394,0,0,1,0,0,1,1,-5.0,703.0,1135.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,95,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.079,714.0,1004.0,1000.0,866.0,0.6502,0.7163,0.6141,0.6409,0.6455,0,0,1,0,0,1,1,0.0,1215.0,1137.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,IDLE,,IDLE,,,,,PAUSE,left_front,left,0,0,95,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.099,723.0,1018.0,1009.0,869.0,0.6811,0.7381,0.6214,0.6409,0.661,0,0,1,0,0,1,1,8.0,685.0,1133.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,HANGED,,IDLE,,,,,PAUSE,left_front,left,0,0,95,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.119,728.0,1018.0,1005.0,871.0,0.709,0.7659,0.6262,0.651,0.68,0,0,1,0,0,1,1,-3.0,882.0,1135.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,HANGED,,IDLE,,,,,PAUSE,left_front,left,0,0,95,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.139,730.0,1029.0,1009.0,879.0,0.7245,0.7659,0.6359,0.6577,0.6911,0,0,1,0,0,1,1,53.0,1248.0,1106.0,1,1,0,enemy_push,PAUSE,EDGE_AVOID,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,95,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.159,733.0,1030.0,1008.0,890.0,0.7307,0.7877,0.6335,0.6846,0.7076,0,0,1,0,0,1,1,-4.0,879.0,1102.0,1,1,0,enemy_push,PAUSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,95,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.18,733.0,1030.0,1008.0,890.0,0.7399,0.7897,0.6335,0.7215,0.7307,0,0,1,0,0,1,1,-4.0,879.0,1102.0,1,1,0,enemy_push,PAUSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,96,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.2,747.0,1040.0,1018.0,912.0,0.7399,0.7897,0.6335,0.7215,0.7307,0,0,1,0,0,1,1,-4.0,1324.0,1134.0,1,1,0,enemy_push,PAUSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,PAUSE,left_front,left,0,0,96,no_target,倒车收回完成，攻击间隔停车,0,0,1
17.22,755.0,1061.0,1027.0,924.0,0.7833,0.8095,0.6578,0.7953,0.7893,0,0,1,0,0,1,1,-11.0,898.0,1104.0,1,0,0,patrol,EDGE_TURN,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,right,0,0,96,no_target,直线退离完成，开始转向,550,-550,1
17.24,763.0,1067.0,1037.0,930.0,0.808,0.8512,0.6796,0.8356,0.8218,0,0,1,0,0,1,1,-466.0,897.0,1105.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,96,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.26,764.0,1083.0,1046.0,941.0,0.8328,0.8631,0.7039,0.8557,0.8443,0,0,1,0,0,1,1,-5.0,886.0,1102.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,96,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.28,773.0,1097.0,1058.0,953.0,0.8359,0.8948,0.7257,0.8926,0.8643,0,0,0,0,0,1,1,-4.0,988.0,1118.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,96,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.3,783.0,1113.0,1070.0,963.0,0.8638,0.9226,0.7549,0.9329,0.8932,0,0,0,1,0,1,1,-76.0,736.0,1103.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,96,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.321,793.0,1123.0,1076.0,977.0,0.8947,0.9544,0.784,0.9664,0.9246,0,0,0,1,0,1,1,-5.0,930.0,1120.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,96,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.341,807.0,1135.0,1084.0,985.0,0.9257,0.9742,0.7985,1.0134,0.95,0,0,0,1,0,1,1,7.0,869.0,1100.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,97,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.361,841.0,1164.0,1114.0,1009.0,0.969,0.998,0.818,1.0403,0.9835,0,0,0,1,0,1,1,-5.0,1447.0,1106.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,97,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.381,845.0,1159.0,1104.0,1026.0,1.0743,1.0456,0.8665,1.1208,1.06,0,0,0,1,0,1,1,-93.0,929.0,1105.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,97,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.401,856.0,1173.0,1118.0,1047.0,1.0867,1.0556,0.8908,1.1779,1.0711,0,0,0,1,0,0,1,-4.0,882.0,1103.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,97,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.422,864.0,1198.0,1120.0,1050.0,1.1207,1.0734,0.9005,1.2483,1.0971,0,0,0,1,0,0,1,-9.0,865.0,1112.0,1,0,1,shovel_guard,REVERSE,EDGE_TURN,WAIT,REVERSE,,IDLE,,,,,IDLE,,,0,0,97,no_target,铲子悬空确认，倒车收回,-400,-400,1
17.442,886.0,1212.0,1139.0,1077.0,1.2136,1.1508,0.9515,1.349,1.1822,0,0,0,1,0,0,1,-4.0,670.0,1088.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,97,no_target,等待滤波窗口,0,0,1
17.462,909.0,1225.0,1152.0,1080.0,1.2492,1.1637,0.9672,1.354,1.2065,0,0,0,1,0,0,1,-5.0,654.0,1103.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,97,no_target,等待滤波窗口,0,0,1
17.482,917.0,1232.0,1167.0,1116.0,1.2848,1.1766,0.983,1.3591,1.2307,0,0,0,1,0,0,1,7.0,993.0,1088.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,IDLE,,,0,0,98,no_target,按区域分级巡航,450,450,1
17.502,934.0,1255.0,1172.0,1127.0,1.3096,1.1905,1.0194,1.4799,1.25,0,0,0,1,0,0,1,-4.0,992.0,1118.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,IDLE,,,0,0,98,no_target,按区域分级巡航,450,450,1
17.522,947.0,1262.0,1178.0,1138.0,1.3622,1.2361,1.0316,1.5168,1.2992,0,0,0,1,0,0,1,11.0,653.0,1120.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,IDLE,,,0,0,98,no_target,按区域分级巡航,450,450,1
17.543,954.0,1281.0,1171.0,1141.0,1.4025,1.25,1.0316,1.5537,1.3262,0,0,0,1,0,0,1,-10.0,867.0,1105.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,IDLE,,,0,0,98,no_target,按区域分级巡航,450,450,1
17.563,976.0,1293.0,1208.0,1167.0,1.4241,1.2877,1.0461,1.5638,1.3559,0,0,0,1,0,0,1,14.0,883.0,1107.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,IDLE,,,0,0,98,no_target,按区域分级巡航,450,450,1
17.583,993.0,1323.0,1222.0,1192.0,1.4923,1.3115,1.1189,1.651,1.4019,0,0,0,1,0,0,1,-5.0,882.0,1103.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,IDLE,,,0,0,98,no_target,按区域分级巡航,450,450,1
17.603,1015.0,1342.0,1224.0,1210.0,1.5449,1.371,1.1529,1.7349,1.458,0,0,0,1,0,0,1,-4.0,865.0,1120.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IR_UNCLASSIFIED,,,,,IDLE,,,0,0,98,no_target,按区域分级巡航,450,450,1
