t,label,mode,state,reason,left_cmd,right_cmd,motor_enabled,healthy,vision_sequence,vision_status,hunt_state,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,ir_front,ir_left_front,ir_right_front,ir_left_rear,ir_right_rear,ir_rear,gray_front,gray_rear,gray_left,gray_right,shovel_left,shovel_right
50.825,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,294,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1527.0,2021.0,1827.0,1031.0,130.0,1056.0
50.845,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,294,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1525.0,2019.0,1824.0,1031.0,35.0,1054.0
50.865,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,295,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1526.0,2020.0,1826.0,1032.0,35.0,1053.0
50.886,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,295,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1533.0,2030.0,1832.0,1036.0,43.0,1051.0
50.906,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,295,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1526.0,2019.0,1825.0,1030.0,26.0,1053.0
50.926,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,295,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1528.0,2022.0,1828.0,1033.0,196.0,1055.0
50.946,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,295,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1523.0,2014.0,1822.0,1028.0,26.0,1050.0
50.966,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,295,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1521.0,2012.0,1820.0,1028.0,44.0,1052.0
50.986,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,295,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1525.0,2019.0,1826.0,1031.0,443.0,1055.0
51.006,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,296,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,1,0,1,1,1521.0,2011.0,1819.0,1027.0,35.0,1061.0
51.027,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,296,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1534.0,2029.0,1835.0,1036.0,36.0,1052.0
51.047,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,296,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1526.0,2020.0,1825.0,1030.0,26.0,1053.0
51.067,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,296,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1525.0,2018.0,1825.0,1029.0,43.0,1053.0
51.087,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,296,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1529.0,2023.0,1830.0,1031.0,43.0,1051.0
51.107,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,296,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1533.0,2028.0,1835.0,1035.0,43.0,1052.0
51.127,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,296,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1523.0,2013.0,1821.0,1026.0,43.0,1054.0
51.147,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,297,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1536.0,2033.0,1836.0,1035.0,43.0,1054.0
51.168,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,297,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1533.0,2029.0,1834.0,1036.0,51.0,1053.0
51.188,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,297,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1533.0,2029.0,1834.0,1036.0,51.0,1053.0
51.208,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,297,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1522.0,2009.0,1820.0,1025.0,43.0,1053.0
51.228,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,297,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1525.0,2017.0,1825.0,1030.0,35.0,1054.0
51.248,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,297,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1524.0,2016.0,1823.0,1028.0,43.0,1052.0
51.268,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,297,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1518.0,2006.0,1817.0,1025.0,439.0,1069.0
51.289,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,298,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1526.0,2017.0,1824.0,1029.0,26.0,1054.0
51.309,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,298,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1533.0,2026.0,1834.0,1034.0,43.0,1053.0
51.329,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,298,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1519.0,2007.0,1818.0,1026.0,25.0,1056.0
51.349,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,298,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1520.0,2008.0,1820.0,1027.0,53.0,1051.0
51.369,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,298,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,2020.0,1826.0,1030.0,315.0,1054.0
51.389,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,298,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1523.0,2013.0,1824.0,1028.0,26.0,1068.0
51.409,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,298,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1525.0,2017.0,1824.0,1028.0,26.0,1049.0
51.429,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,299,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1529.0,2022.0,1829.0,1031.0,427.0,1054.0
51.45,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,299,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,2020.0,1827.0,1030.0,331.0,1054.0
51.47,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,299,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,2019.0,1826.0,1029.0,428.0,1052.0
51.49,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,299,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1526.0,2019.0,1825.0,1029.0,820.0,1055.0
51.51,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,299,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1530.0,2024.0,1830.0,1030.0,43.0,1054.0
51.53,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,299,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1525.0,2018.0,1825.0,1028.0,445.0,1056.0
51.55,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,299,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1526.0,2017.0,1826.0,1029.0,26.0,1053.0
51.571,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,300,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1532.0,2025.0,1832.0,1035.0,35.0,1066.0
51.591,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,300,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,2017.0,1827.0,1030.0,190.0,1038.0
51.611,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,300,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1526.0,2014.0,1826.0,1029.0,36.0,1038.0
51.631,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,300,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1527.0,2016.0,1824.0,1027.0,26.0,1036.0
51.651,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,300,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,2016.0,1827.0,1030.0,80.0,1037.0
51.671,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,300,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,2016.0,1827.0,1030.0,80.0,1037.0
51.691,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,300,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,2015.0,1826.0,1028.0,29.0,1021.0
51.711,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,301,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1521.0,2003.0,1818.0,1024.0,213.0,1003.0
51.732,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,301,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1527.0,2010.0,1825.0,1028.0,26.0,1003.0
51.752,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,301,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,2008.0,1826.0,1029.0,26.0,1006.0
51.772,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,301,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1530.0,2005.0,1827.0,1029.0,26.0,987.0
51.792,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,301,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1539.0,2010.0,1838.0,1038.0,25.0,987.0
51.812,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,301,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,1989.0,1824.0,1031.0,26.0,1006.0
51.832,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,301,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1518.0,1969.0,1813.0,1027.0,26.0,1006.0
51.853,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,302,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1522.0,1970.0,1821.0,1032.0,26.0,1003.0
51.873,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,302,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1536.0,1982.0,1837.0,1041.0,26.0,1005.0
51.893,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,302,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1519.0,1952.0,1817.0,1026.0,26.0,988.0
51.913,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,302,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1523.0,1952.0,1823.0,1034.0,26.0,988.0
51.933,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,302,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1523.0,1949.0,1824.0,1035.0,26.0,986.0
51.953,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,302,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1531.0,1952.0,1828.0,1035.0,26.0,986.0
51.973,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,302,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1519.0,1930.0,1819.0,1029.0,36.0,988.0
51.994,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,303,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1517.0,1923.0,1817.0,1030.0,35.0,988.0
52.014,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,303,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1523.0,1928.0,1824.0,1036.0,633.0,1006.0
52.034,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,303,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1522.0,1925.0,1821.0,1036.0,26.0,988.0
52.054,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,303,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1520.0,1923.0,1819.0,1033.0,25.0,989.0
52.074,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,303,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,1,0,0,1,1,1517.0,1920.0,1816.0,1032.0,558.0,1004.0
52.095,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,303,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1524.0,1930.0,1825.0,1034.0,25.0,986.0
52.115,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,303,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1523.0,1934.0,1822.0,1035.0,25.0,988.0
52.135,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,303,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1523.0,1934.0,1822.0,1035.0,25.0,988.0
52.155,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,304,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1528.0,1949.0,1828.0,1039.0,37.0,988.0
52.175,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,304,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1522.0,1952.0,1818.0,1029.0,25.0,987.0
52.196,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,304,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1519.0,1971.0,1813.0,1027.0,80.0,988.0
52.216,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,304,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1526.0,2020.0,1815.0,1034.0,330.0,957.0
52.236,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,304,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1512.0,2051.0,1800.0,1027.0,37.0,954.0
52.256,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,304,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1521.0,2091.0,1808.0,1040.0,298.0,955.0
52.276,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,304,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1511.0,2088.0,1809.0,1036.0,230.0,957.0
52.297,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,305,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1513.0,2081.0,1813.0,1026.0,26.0,956.0
52.317,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,305,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1512.0,2070.0,1812.0,1014.0,32.0,955.0
52.337,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,305,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1509.0,2061.0,1811.0,1010.0,109.0,937.0
52.357,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,305,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1509.0,2060.0,1808.0,1010.0,26.0,955.0
52.377,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,305,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1509.0,2068.0,1810.0,1017.0,26.0,956.0
52.398,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,305,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1501.0,2076.0,1805.0,1018.0,26.0,939.0
52.418,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,305,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1465.0,2069.0,1798.0,1012.0,26.0,939.0
52.438,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,306,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1389.0,2066.0,1796.0,1008.0,26.0,940.0
52.458,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,306,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1262.0,2068.0,1768.0,1004.0,315.0,941.0
52.478,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,306,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,1108.0,2053.0,1662.0,1004.0,26.0,950.0
52.498,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,306,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,994.0,2075.0,1482.0,1019.0,26.0,939.0
52.518,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,306,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,929.0,2070.0,1314.0,1028.0,52.0,924.0
52.539,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,306,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,930.0,2054.0,1255.0,1032.0,26.0,953.0
52.559,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,306,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,924.0,2064.0,1241.0,1026.0,26.0,937.0
52.579,enemy_integration,patrol,CRUISE,按区域分级巡航,0,0,1,1,307,no_target,IR_UNCLASSIFIED,IDLE,,,0,0,0,0,0,0,1,1,915.0,2082.0,1234.0,1031.0,26.0,956.0
52.6,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,0,0,1,1,307,no_target,IR_UNCLASSIFIED,PUSH,front,,0,0,1,0,0,0,1,1,900.0,2088.0,1233.0,1031.0,413.0,938.0
52.62,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,307,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,880.0,2088.0,1217.0,1033.0,26.0,922.0
52.64,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,307,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,895.0,2082.0,1191.0,1024.0,26.0,923.0
52.66,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,307,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,895.0,2082.0,1191.0,1024.0,26.0,923.0
52.68,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,307,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,981.0,2073.0,1224.0,1024.0,36.0,924.0
52.7,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,307,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1108.0,2077.0,1232.0,1033.0,577.0,925.0
52.72,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,307,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1190.0,2031.0,1238.0,1037.0,26.0,938.0
52.741,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,308,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1209.0,1856.0,1216.0,1042.0,25.0,940.0
52.761,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,308,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1216.0,1517.0,1261.0,1042.0,24.0,940.0
52.781,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,308,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1212.0,1280.0,1418.0,1031.0,23.0,955.0
52.801,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,308,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1207.0,1272.0,1537.0,999.0,22.0,939.0
52.821,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,308,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1202.0,1301.0,1572.0,1049.0,23.0,1038.0
52.841,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,308,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1191.0,1298.0,1571.0,1117.0,23.0,956.0
52.861,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,308,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1180.0,1296.0,1581.0,1284.0,23.0,970.0
52.882,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,309,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1155.0,1273.0,1582.0,1350.0,160.0,972.0
52.902,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,309,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1143.0,1313.0,1560.0,1349.0,22.0,956.0
52.922,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,309,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1136.0,1581.0,1544.0,1340.0,24.0,987.0
52.942,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,309,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,1,1,1125.0,1768.0,1525.0,1338.0,25.0,968.0
52.962,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,309,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,0,1,1116.0,1784.0,1514.0,1341.0,114.0,988.0
52.982,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,309,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,0,1,1091.0,1775.0,1495.0,1328.0,25.0,972.0
53.002,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,309,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,0,1,1082.0,1760.0,1488.0,1306.0,230.0,954.0
53.023,enemy_integration,enemy_push,PUSH,正前红外发现敌人，开始推动,700,700,1,1,309,no_target,IDLE,PUSH,front,,0,0,1,0,0,0,0,1,1062.0,1737.0,1449.0,1290.0,162.0,956.0
53.043,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,0,0,1,1,310,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,0,1,1036.0,1679.0,1458.0,1267.0,64.0,940.0
53.063,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,310,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,0,1,1006.0,1703.0,1446.0,1239.0,25.0,955.0
53.083,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,310,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,0,1,974.0,1659.0,1402.0,1199.0,26.0,955.0
53.103,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,310,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,946.0,1617.0,1365.0,1163.0,25.0,940.0
53.123,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,310,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,923.0,1613.0,1354.0,1170.0,23.0,1147.0
53.143,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,310,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,902.0,1595.0,1343.0,1150.0,33.0,963.0
53.163,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,310,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,902.0,1595.0,1343.0,1150.0,33.0,963.0
53.184,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,311,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,891.0,1578.0,1317.0,1132.0,24.0,986.0
53.204,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,311,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,889.0,1562.0,1315.0,1119.0,24.0,940.0
53.224,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,311,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,867.0,1529.0,1293.0,1114.0,23.0,909.0
53.244,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,311,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,861.0,1516.0,1293.0,1106.0,24.0,889.0
53.264,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,311,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,847.0,1499.0,1283.0,1089.0,24.0,908.0
53.285,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,311,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,835.0,1491.0,1274.0,1080.0,24.0,956.0
53.305,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,311,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,834.0,1473.0,1251.0,1046.0,23.0,920.0
53.325,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,311,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,834.0,1479.0,1242.0,1033.0,24.0,1019.0
53.345,enemy_integration,enemy_push,RETREAT,白边保护触发，停止推动并倒车,-400,-400,1,1,312,no_target,IDLE,RETREAT,front,,0,0,1,0,0,0,1,1,820.0,1470.0,1224.0,1026.0,23.0,939.0
