t,front,rear,left,right,zone_front,zone_rear,zone_left,zone_right,zone_score,ir_front,ir_rear,ir_left_front,ir_left_rear,ir_right_front,ir_right_rear,ir_valid,analog_diff,shovel_left,shovel_right,shovel_valid,shovel_preheat,shovel_active,mode,state,patrol_state,reentry_state,shovel_state,hunt_mode,hunt_state,hunt_target_type,good_offset_x,bad_offset_x,near_direction,enemy_state,enemy_source_direction,enemy_turn_direction,enemy_slow,enemy_confirmed,vision_sequence,vision_status,reason,left_cmd,right_cmd,healthy
10.247,1124.0,1824.0,1557.0,1242.0,2.0031,2.3929,1.966,1.943,1.9846,0,0,0,0,0,0,1,248.0,346.0,1005.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,52,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.267,1118.0,1826.0,1555.0,1236.0,1.9505,2.369,1.966,1.9027,1.9582,0,0,0,0,0,0,1,171.0,346.0,1007.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,52,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.287,1115.0,1834.0,1556.0,1237.0,1.9319,2.369,1.9636,1.8859,1.9477,0,0,0,0,0,0,1,-108.0,410.0,974.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,52,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.307,1113.0,1827.0,1556.0,1239.0,1.9226,2.371,1.9636,1.8859,1.9431,0,0,0,0,0,0,1,53.0,213.0,988.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,52,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.328,1112.0,1826.0,1557.0,1244.0,1.9164,2.371,1.9636,1.8926,1.94,0,0,0,0,0,0,1,-590.0,346.0,1013.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,53,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.348,1108.0,1829.0,1559.0,1238.0,1.9133,2.371,1.966,1.8926,1.9397,0,0,0,0,0,0,1,412.0,194.0,973.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,53,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.368,1108.0,1829.0,1559.0,1238.0,1.9009,2.375,1.9709,1.8893,1.9359,0,0,0,0,0,0,1,412.0,194.0,973.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,53,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.388,1106.0,1788.0,1557.0,1245.0,1.9009,2.375,1.9709,1.8893,1.9359,0,0,0,0,0,0,1,-4.0,96.0,1005.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,53,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.408,1097.0,1761.0,1546.0,1195.0,1.8947,2.2937,1.966,1.8893,1.9304,0,0,0,0,0,0,1,-387.0,395.0,980.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,53,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.428,1107.0,1809.0,1562.0,1130.0,1.8947,2.2937,1.966,1.745,1.9304,0,0,0,0,0,0,1,-31.0,607.0,1008.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,53,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.448,1105.0,1812.0,1565.0,1177.0,1.8916,2.3353,1.9782,1.6846,1.9349,0,0,0,0,0,0,1,-8.0,361.0,990.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,53,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.469,1111.0,1808.0,1566.0,1203.0,1.8978,2.3353,1.9854,1.6846,1.9416,0,0,1,0,0,0,1,-142.0,496.0,1007.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,54,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.489,1116.0,1799.0,1538.0,1216.0,1.9102,2.3333,1.9854,1.7718,1.9478,0,0,1,0,0,0,1,50.0,395.0,986.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,54,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.509,1126.0,1803.0,1472.0,1220.0,1.9257,2.3234,1.9199,1.8154,1.9228,0,0,1,0,0,0,1,-20.0,671.0,991.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,54,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.53,1119.0,1771.0,1349.0,1210.0,1.935,2.3155,1.7597,1.8154,1.8752,0,0,1,0,0,0,1,-135.0,361.0,989.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,54,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.55,1123.0,1761.0,1308.0,1209.0,1.9474,2.2599,1.4612,1.7953,1.8713,0,0,1,0,0,0,1,-141.0,179.0,987.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,54,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.57,1127.0,1744.0,1485.0,1203.0,1.9474,2.2401,1.4612,1.7919,1.8697,0,0,1,0,0,0,1,615.0,476.0,1007.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,54,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.59,1127.0,1721.0,1670.0,1192.0,1.9598,2.2063,1.7913,1.7718,1.8755,0,0,0,0,0,0,1,387.0,699.0,991.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,54,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.61,1129.0,1724.0,1489.0,1195.0,1.9598,2.1667,1.801,1.745,1.8804,0,0,0,0,0,0,1,67.0,279.0,986.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,55,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.631,1141.0,1746.0,1417.0,1223.0,1.9659,2.1667,1.801,1.745,1.8835,0,0,0,0,0,0,1,-588.0,179.0,971.0,1,0,0,enemy_push,SEEK_TURN,CRUISE,WAIT,IDLE,,IDLE,,,,,SEEK_TURN,left_rear,left,0,0,55,no_target,left_rear 发现敌人，原地转向,-550,550,1
10.651,1148.0,1751.0,1526.0,1237.0,2.0248,2.2202,1.8908,1.8859,1.9578,0,0,0,0,0,0,1,-286.0,330.0,989.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,55,no_target,等待滤波窗口,0,0,1
10.671,1153.0,1749.0,1553.0,1240.0,2.0325,2.2183,1.9235,1.8909,1.978,0,0,0,0,0,0,1,-109.0,589.0,974.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,55,no_target,等待滤波窗口,0,0,1
10.691,1152.0,1740.0,1539.0,1248.0,2.0372,2.2163,1.9223,1.896,1.9797,0,0,0,0,0,0,1,243.0,362.0,997.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,55,no_target,按区域分级巡航,450,450,1
10.711,1167.0,1754.0,1553.0,1263.0,2.0402,2.2163,1.9563,1.9228,1.9983,0,0,0,0,0,0,1,262.0,232.0,972.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,55,no_target,按区域分级巡航,450,450,1
10.731,1180.0,1774.0,1565.0,1275.0,2.0836,2.2262,1.9563,1.9732,2.0284,0,0,0,0,0,0,1,272.0,280.0,990.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,55,no_target,按区域分级巡航,450,450,1
10.752,1172.0,1758.0,1554.0,1268.0,2.0991,2.2341,1.9587,1.9899,2.0445,0,0,0,0,0,0,1,96.0,280.0,971.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,55,no_target,按区域分级巡航,450,450,1
10.772,1170.0,1748.0,1541.0,1274.0,2.0991,2.2341,1.9587,2.0101,2.0546,0,0,0,0,0,0,1,448.0,866.0,990.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,56,no_target,按区域分级巡航,450,450,1
10.793,1174.0,1733.0,1540.0,1278.0,2.0991,2.2143,1.9272,2.0101,2.0546,0,0,0,0,0,0,1,-97.0,608.0,1072.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,56,no_target,按区域分级巡航,450,450,1
10.813,1178.0,1698.0,1540.0,1275.0,2.1053,2.1845,1.9248,2.0134,2.0593,0,0,0,0,0,0,1,60.0,944.0,1042.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,56,no_target,按区域分级巡航,450,450,1
10.833,1182.0,1653.0,1536.0,1278.0,2.1176,2.1151,1.9248,2.0235,2.0693,0,0,0,0,0,0,1,-265.0,557.0,1004.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,56,no_target,按区域分级巡航,450,450,1
10.853,1189.0,1631.0,1538.0,1278.0,2.13,2.0258,1.9199,2.0235,2.0246,0,0,0,0,0,0,1,-482.0,867.0,1008.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,56,no_target,按区域分级巡航,450,450,1
10.873,1189.0,1631.0,1538.0,1278.0,2.1517,1.9821,1.9199,2.0235,2.0028,0,0,0,0,0,0,1,-482.0,867.0,1008.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,56,no_target,按区域分级巡航,450,450,1
10.894,1195.0,1636.0,1536.0,1283.0,2.1517,1.9821,1.9199,2.0235,2.0028,0,0,0,0,0,0,1,-497.0,835.0,1010.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,56,no_target,按区域分级巡航,450,450,1
10.914,1196.0,1662.0,1531.0,1283.0,2.1703,1.9921,1.915,2.0403,2.0162,0,0,0,0,0,0,1,-550.0,834.0,1009.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.796875,,,IDLE,,,0,0,57,target,目标偏差较大，原地大转,400,-400,1
10.934,1195.0,1688.0,1522.0,1281.0,2.1703,2.0437,1.9029,2.0403,2.042,0,0,0,0,0,0,1,-612.0,459.0,1005.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.796875,,,IDLE,,,0,0,57,target,目标偏差较大，原地大转,400,-400,1
10.954,1213.0,1737.0,1540.0,1297.0,2.1734,2.0952,1.9029,2.0403,2.0678,0,0,0,0,0,0,1,-386.0,281.0,989.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.796875,,,IDLE,,,0,0,57,target,目标偏差较大，原地大转,400,-400,1
10.974,1205.0,1737.0,1529.0,1288.0,2.2012,2.1925,1.8981,2.057,2.1248,0,0,0,0,0,0,1,-223.0,443.0,991.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.796875,,,IDLE,,,0,0,57,target,目标偏差较大，原地大转,400,-400,1
10.994,1206.0,1741.0,1528.0,1288.0,2.2043,2.1925,1.8981,2.057,2.1248,0,0,0,0,0,0,1,-513.0,442.0,989.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.796875,,,IDLE,,,0,0,57,target,目标偏差较大，原地大转,400,-400,1
11.015,1207.0,1742.0,1527.0,1290.0,2.2043,2.2004,1.8956,2.057,2.1287,0,0,0,0,0,0,1,-108.0,542.0,986.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.796875,,,IDLE,,,0,0,57,target,目标偏差较大，原地大转,400,-400,1
11.036,1203.0,1736.0,1522.0,1287.0,2.2043,2.2004,1.8932,2.057,2.1287,0,0,0,0,0,0,1,-158.0,443.0,990.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.796875,,,IDLE,,,0,0,57,target,目标偏差较大，原地大转,400,-400,1
11.056,1204.0,1739.0,1523.0,1289.0,2.1981,2.1964,1.8835,2.0604,2.1284,0,0,0,0,0,0,1,-23.0,313.0,990.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.81875,,,IDLE,,,0,0,58,target,目标偏差较大，原地大转,400,-400,1
11.076,1205.0,1742.0,1524.0,1292.0,2.1981,2.1964,1.8835,2.0604,2.1284,0,0,0,0,0,0,1,-22.0,835.0,1030.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.81875,,,IDLE,,,0,0,58,target,目标偏差较大，原地大转,400,-400,1
11.096,1210.0,1749.0,1529.0,1296.0,2.2012,2.2024,1.8859,2.0705,2.1359,0,0,0,0,0,0,1,-44.0,494.0,1007.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.81875,,,IDLE,,,0,0,58,target,目标偏差较大，原地大转,400,-400,1
11.116,1205.0,1744.0,1524.0,1289.0,2.2012,2.2063,1.8859,2.0705,2.1359,0,0,0,0,0,0,1,22.0,233.0,990.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.81875,,,IDLE,,,0,0,58,target,目标偏差较大，原地大转,400,-400,1
11.137,1212.0,1755.0,1536.0,1299.0,2.2167,2.2163,1.8981,2.0839,2.1501,0,0,0,0,0,0,1,3.0,460.0,1032.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.81875,,,IDLE,,,0,0,58,target,目标偏差较大，原地大转,400,-400,1
11.157,1218.0,1766.0,1546.0,1306.0,2.2229,2.2282,1.915,2.094,2.1584,0,0,0,0,0,0,1,-52.0,471.0,1005.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.81875,,,IDLE,,,0,0,58,target,目标偏差较大，原地大转,400,-400,1
11.177,1212.0,1754.0,1540.0,1296.0,2.2229,2.2282,1.9248,2.094,2.1584,0,0,0,0,0,0,1,-81.0,606.0,1008.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.81875,,,IDLE,,,0,0,58,target,目标偏差较大，原地大转,400,-400,1
11.197,1211.0,1755.0,1550.0,1298.0,2.2229,2.2282,1.9393,2.0906,2.1568,0,0,0,0,0,0,1,-321.0,528.0,1008.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.81875,,,IDLE,,,0,0,58,target,目标偏差较大，原地大转,400,-400,1
11.217,1213.0,1760.0,1565.0,1301.0,2.2229,2.2282,1.949,2.0906,2.1568,0,0,0,0,0,0,1,-353.0,297.0,1006.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.759375,-0.559375,,IDLE,,,0,0,59,target,目标偏差较大，原地大转,400,-400,1
11.238,1207.0,1752.0,1548.0,1296.0,2.2198,2.2282,1.949,2.0906,2.1552,0,0,0,0,0,0,1,-289.0,472.0,1022.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.759375,-0.559375,,IDLE,,,0,0,59,target,目标偏差较大，原地大转,400,-400,1
11.258,1209.0,1758.0,1523.0,1300.0,2.2136,2.2341,1.9442,2.0973,2.1555,0,0,0,0,0,0,1,-249.0,295.0,1008.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.759375,-0.559375,,IDLE,,,0,0,59,target,目标偏差较大，原地大转,400,-400,1
11.278,1205.0,1753.0,1478.0,1294.0,2.2074,2.2242,1.8835,2.0839,2.1457,0,0,0,0,0,0,1,-125.0,476.0,1006.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.759375,-0.559375,,IDLE,,,0,0,59,target,目标偏差较大，原地大转,400,-400,1
11.298,1200.0,1749.0,1463.0,1288.0,2.2012,2.2242,1.7743,2.0772,2.1392,0,0,0,0,0,0,1,422.0,410.0,1005.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.759375,-0.559375,,IDLE,,,0,0,59,target,目标偏差较大，原地大转,400,-400,1
11.318,1210.0,1765.0,1478.0,1298.0,2.2012,2.2242,1.7743,2.0772,2.1392,0,0,0,0,0,0,1,-297.0,655.0,990.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.759375,-0.559375,,IDLE,,,0,0,59,target,目标偏差较大，原地大转,400,-400,1
11.338,1207.0,1764.0,1462.0,1296.0,2.2074,2.246,1.7379,2.0839,2.1457,0,0,0,0,0,0,1,-191.0,426.0,990.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.759375,-0.559375,,IDLE,,,0,0,59,target,目标偏差较大，原地大转,400,-400,1
11.358,1207.0,1764.0,1462.0,1296.0,2.2074,2.246,1.7354,2.0839,2.1457,0,0,0,0,0,0,1,-191.0,426.0,990.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.378,1208.0,1767.0,1445.0,1297.0,2.2074,2.246,1.7354,2.0839,2.1457,0,0,0,0,0,0,1,-4.0,427.0,1021.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.399,1210.0,1769.0,1492.0,1297.0,2.2105,2.252,1.7354,2.0872,2.1489,0,0,0,0,0,0,1,112.0,233.0,988.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.419,1211.0,1771.0,1508.0,1297.0,2.2167,2.256,1.8083,2.0872,2.152,0,0,0,0,0,0,1,-190.0,458.0,1008.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.439,1209.0,1770.0,1504.0,1294.0,2.2167,2.2579,1.8374,2.0872,2.152,0,0,0,0,0,0,1,77.0,820.0,1005.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.459,1208.0,1770.0,1483.0,1295.0,2.2136,2.2579,1.8374,2.0805,2.1471,0,0,0,0,0,0,1,-140.0,265.0,1013.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.479,1213.0,1781.0,1465.0,1298.0,2.2136,2.2579,1.7864,2.0805,2.1471,0,0,0,0,0,0,1,288.0,34.0,989.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.499,1214.0,1785.0,1442.0,1299.0,2.226,2.2798,1.7427,2.0906,2.1583,0,0,0,0,0,0,1,-130.0,263.0,989.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.52,1216.0,1792.0,1424.0,1301.0,2.2291,2.2877,1.6869,2.094,2.1615,0,0,0,0,0,0,1,-38.0,395.0,989.0,1,0,0,hunt,BIG_TURN_RIGHT,CRUISE,WAIT,IDLE,track_good,BIG_TURN_RIGHT,good,0.61875,-0.58125,,IDLE,,,0,0,60,target,目标偏差较大，原地大转,400,-400,1
11.54,1221.0,1804.0,1421.0,1306.0,2.2353,2.3016,1.6432,2.1007,2.168,0,0,0,0,0,0,1,81.0,249.0,988.0,1,0,0,hunt,ARC_RIGHT,CRUISE,WAIT,IDLE,track_good,ARC_RIGHT,good,0.328125,,,IDLE,,,0,0,61,target,持续差速前进并小幅对准,500,400,1
11.56,1213.0,1796.0,1404.0,1297.0,2.2353,2.3095,1.6359,2.1007,2.168,0,0,0,0,0,0,1,62.0,377.0,989.0,1,0,0,hunt,ARC_RIGHT,CRUISE,WAIT,IDLE,track_good,ARC_RIGHT,good,0.328125,,,IDLE,,,0,0,61,target,持续差速前进并小幅对准,500,400,1
11.58,1212.0,1799.0,1398.0,1296.0,2.226,2.3155,1.5947,2.0872,2.1566,0,0,0,0,0,0,1,136.0,1026.0,992.0,1,0,0,hunt,ARC_RIGHT,CRUISE,WAIT,IDLE,track_good,ARC_RIGHT,good,0.328125,,,IDLE,,,0,0,61,target,持续差速前进并小幅对准,500,400,1
11.6,1210.0,1797.0,1406.0,1293.0,2.2229,2.3115,1.5947,2.0839,2.1534,0,0,0,0,0,0,1,82.0,233.0,1005.0,1,0,0,hunt,ARC_RIGHT,CRUISE,WAIT,IDLE,track_good,ARC_RIGHT,good,0.328125,,,IDLE,,,0,0,61,target,持续差速前进并小幅对准,500,400,1
11.62,1216.0,1805.0,1438.0,1298.0,2.2229,2.3155,1.5995,2.0839,2.1534,0,0,0,0,0,0,1,-68.0,113.0,989.0,1,0,0,hunt,ARC_RIGHT,CRUISE,WAIT,IDLE,track_good,ARC_RIGHT,good,0.328125,,,IDLE,,,0,0,61,target,持续差速前进并小幅对准,500,400,1
11.64,1218.0,1802.0,1467.0,1298.0,2.2353,2.3214,1.6772,2.0906,2.1629,0,0,0,0,0,0,1,100.0,361.0,990.0,1,0,0,hunt,ARC_RIGHT,CRUISE,WAIT,IDLE,track_good,ARC_RIGHT,good,0.328125,,,IDLE,,,0,0,61,target,持续差速前进并小幅对准,500,400,1
11.661,1213.0,1798.0,1497.0,1296.0,2.2353,2.3214,1.7476,2.0906,2.1629,0,0,0,0,0,0,1,66.0,112.0,987.0,1,0,0,hunt,ARC_RIGHT,CRUISE,WAIT,IDLE,track_good,ARC_RIGHT,good,0.328125,,,IDLE,,,0,0,61,target,持续差速前进并小幅对准,500,400,1
11.681,1214.0,1798.0,1504.0,1297.0,2.2291,2.3135,1.8374,2.0872,2.1582,0,0,0,0,0,0,1,52.0,233.0,987.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,62,no_target,等待滤波窗口,0,0,1
11.701,1217.0,1812.0,1480.0,1304.0,2.2337,2.3274,1.8083,2.099,2.1664,0,0,0,0,0,0,1,-3.0,640.0,991.0,1,0,0,patrol,WARMUP,WARMUP,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,62,no_target,等待滤波窗口,0,0,1
11.721,1213.0,1810.0,1413.0,1298.0,2.2291,2.3373,1.7791,2.0906,2.1599,0,0,0,0,0,0,1,23.0,362.0,1006.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,62,no_target,按区域分级巡航,450,450,1
11.741,1200.0,1795.0,1333.0,1287.0,2.226,2.3373,1.6165,2.0906,2.1583,0,0,0,0,0,0,1,200.0,521.0,988.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,62,no_target,按区域分级巡航,450,450,1
11.761,1200.0,1795.0,1333.0,1287.0,2.1858,2.3075,1.4223,2.0537,2.1197,0,0,0,0,0,0,1,200.0,521.0,988.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,62,no_target,按区域分级巡航,450,450,1
11.781,1207.0,1808.0,1280.0,1295.0,2.1858,2.3075,1.4223,2.0537,2.1197,0,0,0,0,0,0,1,-222.0,1092.0,993.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,62,no_target,按区域分级巡航,450,450,1
11.802,1202.0,1803.0,1231.0,1287.0,2.192,2.3234,1.2937,2.0537,2.1228,0,0,0,0,0,0,1,27.0,212.0,973.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,62,no_target,按区域分级巡航,450,450,1
11.822,1203.0,1809.0,1206.0,1294.0,2.195,2.3333,1.1748,2.0772,2.1361,0,0,0,0,0,0,1,-6.0,787.0,972.0,1,0,0,patrol,CRUISE,CRUISE,WAIT,IDLE,,IDLE,,,,,IDLE,,,0,0,62,no_target,按区域分级巡航,450,450,1
11.842,1197.0,1806.0,1184.0,1289.0,2.192,2.3294,1.1141,2.0604,2.1262,0,0,0,0,0,0,1,-117.0,361.0,972.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.24375,,,IDLE,,,0,0,63,target,持续差速前进并小幅对准,400,500,1
11.863,1201.0,1816.0,1179.0,1293.0,2.1889,2.3353,1.0607,2.0738,2.1313,0,0,0,0,0,0,1,-13.0,113.0,956.0,1,0,0,hunt,ARC_LEFT,CRUISE,WAIT,IDLE,track_good,ARC_LEFT,good,-0.24375,,,IDLE,,,0,0,63,target,持续差速前进并小幅对准,400,500,1
